f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
15.939,16.314,16.213,15.298,18.117,17.004,16.36,16.858,15.256,17.037,17.098,17.367,15.245,15.515,16.753,15.663,16.566,16.418,16.179,15.409,0
14.879,15.22,14.864,14.522,16.881,15.951,15.05,15.776,14.433,15.451,15.843,16.089,13.819,14.758,15.854,14.883,15.11,14.848,14.885,14.57,0
15.131,15.837,15.293,14.701,16.942,16.666,15.845,16.422,15.058,16.22,16.256,16.585,14.435,14.972,16.287,15.339,15.915,15.248,15.176,14.954,0
17.416,18.041,17.064,16.89,19.559,19.509,18.784,18.521,17.02,18.56,18.648,18.875,16.024,17.465,18.338,17.589,18.415,17.992,17.211,16.888,1
17.013,17.444,16.895,16.702,19.166,18.418,17.714,18.256,16.702,17.847,17.92,18.334,15.952,17.096,17.852,17.176,17.504,17.521,16.628,16.275,0
15.129,15.777,15.444,14.855,16.926,16.629,15.688,16.207,14.936,16.292,16.204,16.579,14.256,14.906,16.274,15.121,15.9,15.272,15.316,14.893,0
15.386,15.789,15.181,14.923,17.58,16.892,16.14,16.055,14.252,16.035,16.232,16.54,14.449,15.732,16.3,15.598,15.711,15.943,15.325,14.612,1
17.301,17.663,16.874,16.58,19.576,18.895,17.699,18.123,17.045,18.071,18.207,18.412,16.154,17.4,18.202,17.26,18.311,17.11,16.972,16.791,1
16.453,16.697,16.354,15.255,19.008,17.63,16.708,17.226,15.299,17.712,17.667,17.819,16.016,16.316,17.383,16.126,16.724,17.167,16.819,15.916,1
18.363,18.929,18.203,17.624,20.533,20.014,18.981,19.758,18.062,19.349,19.568,19.743,16.932,18.315,19.314,18.423,19.241,17.97,18.328,17.88,1
18.319,18.694,18.887,17.288,20.768,19.517,18.613,19.593,17.632,19.316,19.953,20.445,17.653,17.51,19.489,17.634,18.71,18.537,18.807,18.464,0
16.42,17.025,15.918,15.891,18.798,18.081,17.281,17.091,16.043,17.156,17.33,17.537,15.847,16.696,17.226,16.582,17.555,16.845,16.424,15.691,1
16.278,17.101,17.032,16.225,19.025,18.412,17.944,17.928,16.118,17.436,17.822,18.488,16.242,16.408,17.884,16.443,17.343,17.176,16.475,16.433,0
17.834,18.444,17.689,17.186,20.506,19.528,18.698,18.742,16.357,18.943,18.947,19.115,16.852,18.376,18.921,18.187,17.959,18.533,18.097,16.971,0
19.62,20.284,19.929,18.716,22.024,21.057,20.204,21.309,19.916,21.346,21.213,21.721,19.041,18.995,21.102,19.7,20.919,20.252,19.698,19.45,1
15.312,15.776,15.288,14.689,17.009,16.594,15.662,16.484,15.173,16.42,16.418,16.555,14.31,14.968,16.311,15.504,15.952,15.292,15.309,14.834,1
12.949,13.274,12.971,12.56,14.712,13.953,13.393,13.708,12.237,13.778,13.872,14.054,12.266,12.808,13.626,13.041,13.247,13.352,13.024,12.423,1
16.963,17.345,16.712,16.118,18.985,18.177,17.228,17.725,16.136,17.829,18.012,18.229,15.991,16.601,17.981,16.782,17.191,17.266,16.91,16.555,0
15.701,16.385,15.977,14.927,18.098,17.043,16.543,16.816,14.591,17.248,17.134,16.947,15.314,15.632,16.756,15.866,16.125,16.6,16.4,15.16,0
16.982,17.545,16.772,16.185,18.679,18.258,17.302,17.77,15.398,17.529,17.724,18.389,16.389,16.348,17.519,16.947,17.21,17.154,16.931,16.089,0
15.328,15.88,15.597,14.854,17.072,16.653,15.897,16.333,14.814,16.189,16.247,16.802,14.627,14.954,16.126,15.019,15.932,15.121,15.522,15.179,1
15.783,16.372,15.907,15.452,18.164,17.055,16.446,17.243,14.952,16.932,17.287,17.192,15.135,15.677,16.472,16.028,16.054,16.47,15.747,14.969,0
15.641,16.212,15.957,15.255,17.904,17.382,16.653,16.379,15.281,16.39,16.874,17.072,14.796,15.51,16.919,15.421,16.571,15.746,15.838,15.37,0
14.49,14.808,14.408,13.687,16.461,15.329,14.824,15.243,13.688,15.4,15.665,15.719,14.011,14.148,15.151,14.047,14.752,14.991,14.692,13.848,1
17.924,18.41,17.911,17.063,20.708,19.107,18.404,18.907,17.454,19.192,18.962,19.145,17.159,18.255,18.905,18.485,18.264,18.791,18.216,17.114,0
16.864,17.29,17.751,16.287,19.22,18.177,17.971,18.018,16.922,17.965,17.993,18.301,16.048,16.397,18.08,16.953,17.631,17.772,17.136,16.703,0
17.877,18.395,17.854,17.491,20.243,19.321,18.584,18.532,17.06,18.718,18.592,18.831,17.247,17.96,18.689,17.827,18.42,18.116,18.079,17.104,1
18.71,19.308,18.093,17.798,20.759,20.347,19.44,20.02,18.153,20.084,19.796,19.937,17.175,18.383,19.52,18.649,19.093,18.803,18.153,17.528,1
16.327,16.907,16.644,15.738,18.88,17.449,16.958,17.52,15.171,17.69,17.843,17.656,15.891,16.302,17.346,16.57,16.682,17.24,16.916,15.65,0
18.198,18.795,18.223,17.855,20.431,19.975,18.812,19.666,17.99,19.329,19.224,19.664,16.986,18.194,19.327,18.528,19.365,18.316,17.898,17.783,1
14.616,14.803,14.762,14.034,16.593,16.173,15.219,15.57,14.094,15.804,15.534,15.831,13.696,14.846,15.148,14.702,15.361,14.924,14.525,13.88,1
14.617,14.747,14.485,14.145,16.494,15.719,15.082,15.424,13.836,15.284,15.4,15.634,13.76,14.526,15.179,14.676,15.238,14.896,14.226,13.825,0
17.233,17.779,17.606,16.674,19.76,18.729,17.687,18.191,15.928,18.464,18.42,18.507,16.753,17.152,18.333,17.303,17.776,17.821,17.753,16.768,1
17.867,18.273,17.816,17.009,20.313,19.651,18.379,18.888,16.843,19.403,18.537,19.35,16.973,18.422,18.646,18.098,18.572,17.974,17.903,16.98,1
14.963,15.394,14.768,14.374,17.11,16.521,15.794,15.844,14.157,15.912,15.834,16.061,14.341,14.981,15.713,14.924,15.456,15.376,15.067,14.446,1
18.679,19.237,18.353,18.086,21.059,20.698,19.72,20.032,18.574,19.445,19.803,19.992,18.072,18.897,19.745,18.888,20.114,19.028,18.381,18.551,1
18.462,19.181,17.996,17.139,20.83,20.718,19.683,19.338,17.212,19.69,19.399,19.68,17.243,18.564,18.874,18.318,18.756,18.496,18.496,17.254,1
16.58,17.234,16.348,15.927,18.922,18.205,16.904,17.428,15.15,17.556,17.454,17.745,15.947,16.563,17.461,16.696,16.681,17.072,16.763,15.726,0
19.57,20.29,19.46,18.765,22.067,21.515,20.377,20.444,18.774,21.084,20.762,20.931,18.453,19.73,20.378,19.74,19.905,19.869,19.881,18.841,1
16.112,16.779,16.452,15.518,18.308,17.619,16.963,17.183,15.975,16.916,17.494,17.533,15.297,15.807,17.435,16.156,16.789,15.934,16.358,16.005,0
19.982,20.274,19.877,19.103,22.682,21.629,20.563,21.151,18.669,21.253,20.822,21.439,18.532,20.583,20.806,20.329,20.803,20.359,19.603,18.862,1
16.974,17.237,16.726,16.487,19.036,18.11,17.307,17.565,16.379,17.65,18.112,17.968,15.729,16.841,17.876,16.699,17.15,17.085,16.832,16.094,1
16.84,17.248,16.63,16.487,19.554,18.245,17.109,17.487,15.742,17.741,17.975,18.118,16.635,17.231,17.903,16.777,17.218,17.611,17.311,16.179,1
18.037,18.698,17.969,18.011,20.43,20.184,19.259,19.714,17.811,19.105,19.504,19.79,17.051,18.4,19.383,18.307,19.224,18.553,17.781,17.769,1
13.86,14.211,13.832,13.568,15.954,14.767,14.206,14.576,13.052,14.488,14.782,14.981,13.323,14.112,14.721,14.016,14.199,14.265,13.916,13.259,0
19.127,19.287,19.18,18.004,21.267,20.011,19.41,20.209,18.27,20.245,20.35,20.556,18.151,18.303,19.937,18.936,19.696,19.347,18.732,18.288,0
17.353,17.818,17.278,16.879,19.824,19.138,18.187,18.71,16.788,18.396,18.703,18.719,16.359,17.824,18.472,18.065,18.659,17.838,17.237,16.701,1
17.762,17.95,17.388,16.953,19.94,19.225,18.359,18.473,17.041,18.313,18.448,18.772,16.814,17.495,18.283,17.318,18.483,17.675,17.395,16.775,1
15.549,16.212,15.643,15.267,18.028,17.699,16.833,16.477,14.574,16.528,16.835,17.231,14.77,16.41,16.94,15.815,16.239,16.278,15.916,15.082,1
14.911,15.351,15.048,14.161,16.707,15.862,15.488,15.673,14.519,15.975,16.003,15.855,13.826,14.673,15.453,14.883,15.603,14.943,15.099,14.271,1
16.645,16.958,16.557,16.212,18.655,17.654,17.124,17.53,15.516,17.637,17.604,17.762,15.747,16.432,17.286,16.723,17.049,17.025,16.435,15.604,1
16.5,16.932,16.322,15.892,18.943,18.407,17.228,17.273,15.824,17.434,17.543,17.698,15.787,16.879,17.195,16.433,17.181,16.867,16.451,15.636,1
20.252,21.026,20.724,20.076,22.634,21.644,20.946,20.817,18.304,21.36,21.455,21.864,19.722,19.775,21.528,20.249,20.803,20.762,21.231,19.633,0
17.879,18.299,17.58,17.543,20.067,19.324,18.151,18.706,17.148,18.745,18.701,18.875,16.594,17.911,18.684,17.918,18.34,18.091,17.765,17.241,1
17.827,18.252,18.041,17.021,20.484,19.265,18.459,19.062,16.833,19.315,18.956,19.434,16.905,18.279,18.843,18.281,18.682,18.495,17.971,16.937,1
14.926,15.345,15.032,14.175,16.639,15.958,15.429,16.098,14.54,16.213,15.805,16.067,13.994,14.6,15.468,15.104,15.692,14.905,14.898,14.178,0
14.993,15.33,15.201,14.418,16.86,16.086,15.452,15.739,14.016,15.902,15.976,16.343,14.479,14.469,15.673,14.573,15.485,15.337,15.17,14.409,0
17.793,18.231,17.597,17.291,19.983,19.349,18.206,19.113,17.552,18.886,18.81,19.172,16.478,17.778,18.83,18.122,18.806,18.004,17.436,17.101,1
17.08,17.296,16.81,16.06,19.312,18.278,17.239,17.554,15.565,17.859,17.813,18.255,16.52,16.856,17.834,16.873,17.251,17.439,17.183,16.418,1
20.819,21.058,20.693,20.145,23.316,22.513,21.125,21.856,20.678,21.98,22.42,22.528,19.328,20.472,22.285,20.348,21.682,20.691,20.623,20.318,0
18.382,18.718,18.444,17.243,20.507,19.683,18.874,19.694,18.236,19.236,19.24,20.361,17.86,17.733,19.662,18.39,19.166,18.619,17.775,18.313,0
16.264,16.546,16.47,15.628,18.952,17.396,16.989,17.312,15.622,16.987,17.518,17.639,15.603,16.209,17.18,16.299,16.601,16.589,16.356,15.562,0
16.958,17.469,17.036,16.163,19.005,18.133,17.575,17.898,16.388,17.499,18.216,18.363,16.333,16.36,17.923,16.726,17.614,16.83,17.303,16.722,0
17.666,18.412,17.581,17.218,20.154,19.617,18.896,18.717,16.276,18.841,18.901,19.025,16.674,18.337,18.813,17.963,18.206,18.235,17.959,16.979,0
17.734,18.131,17.564,17.076,20.149,19.333,18.398,18.482,17.482,18.736,19.083,18.897,16.644,17.864,18.644,17.988,18.615,18.209,17.77,17.269,1
17.594,18.157,18.12,17.129,19.935,19.188,18.688,18.545,17.451,18.648,19.337,19.172,16.354,17.35,18.824,17.506,18.561,17.234,18.0,17.297,0
15.849,16.34,15.854,15.213,17.659,17.22,16.259,17.104,15.788,17.129,16.838,17.19,14.807,15.487,16.809,16.087,16.663,16.045,15.799,15.45,1
15.658,15.82,15.439,14.824,17.345,16.475,16.034,16.082,14.844,16.546,16.299,16.517,14.487,15.461,15.785,15.226,15.961,15.104,15.47,14.511,1
13.222,13.816,13.534,12.996,14.979,14.5,13.905,14.118,12.634,14.104,14.218,14.37,12.64,13.064,14.069,13.145,13.763,13.352,13.487,13.028,0
17.967,18.645,17.815,17.592,20.652,20.225,18.982,19.588,17.812,19.039,19.353,19.655,17.168,18.658,19.506,18.454,19.192,18.718,17.807,17.802,1
13.449,13.835,13.609,12.957,15.28,14.493,14.069,14.401,12.934,14.369,14.554,14.643,13.063,13.256,14.162,13.539,13.928,13.946,13.681,13.113,0
15.816,16.134,15.615,15.352,17.875,17.212,16.514,16.474,15.523,16.902,16.869,17.106,14.972,15.919,16.578,15.538,16.846,15.954,15.7,15.064,1
17.335,17.774,17.288,16.974,19.692,18.85,18.187,18.523,16.787,18.37,18.442,18.685,16.354,17.646,18.284,17.691,18.322,17.933,17.123,16.911,0
19.189,19.723,18.637,18.821,21.979,21.107,20.015,20.294,18.803,19.932,20.613,20.313,17.625,19.521,20.507,19.571,20.163,19.361,18.799,18.809,1
15.312,15.837,15.293,14.701,17.046,16.666,15.845,16.484,15.173,16.42,16.418,16.585,14.435,15.212,16.287,15.504,15.952,15.292,15.176,14.954,1
13.94,14.352,13.823,13.479,15.765,14.635,14.364,14.637,13.239,14.719,15.065,15.091,13.572,13.667,14.575,13.529,14.272,14.407,14.194,13.275,1
17.974,18.567,18.114,17.136,20.123,19.421,18.775,19.046,17.635,19.311,19.263,19.171,16.54,17.526,19.091,17.874,18.558,17.696,18.147,17.268,0
19.349,19.849,19.417,18.906,22.232,20.713,19.637,20.42,18.101,20.133,20.479,20.679,18.713,19.351,20.476,19.276,19.754,19.785,19.553,19.129,1
16.482,16.866,16.475,15.724,18.663,17.993,17.358,17.255,15.404,17.311,17.596,17.839,15.569,16.18,17.361,16.252,16.909,17.221,16.497,15.909,0
17.113,17.706,16.666,16.599,19.18,18.919,17.789,18.501,17.279,18.202,18.308,18.552,16.212,17.169,18.511,17.486,18.201,17.482,16.655,16.854,1
17.816,18.241,17.568,17.315,20.41,19.424,18.602,18.806,17.585,18.664,19.304,19.046,16.803,18.074,18.864,17.785,18.986,17.79,18.033,17.279,1
16.893,17.288,16.785,16.35,19.367,18.34,17.633,17.63,15.451,17.814,18.087,18.018,16.173,17.077,17.992,16.974,17.315,17.796,17.254,16.041,0
16.401,16.657,16.307,15.837,18.329,17.56,16.713,16.947,16.057,17.42,17.3,17.4,15.104,16.186,17.105,16.183,17.506,16.144,16.13,15.738,0
18.635,19.309,19.372,18.235,21.143,20.341,19.724,20.039,18.468,19.957,20.037,20.222,18.212,18.578,19.942,18.913,19.593,19.574,18.839,18.676,0
17.958,18.181,17.763,17.295,19.963,19.066,18.618,18.616,17.32,18.771,19.423,19.51,16.749,17.447,18.963,17.394,18.476,17.83,17.9,17.221,0
16.509,16.763,16.512,15.538,18.718,17.422,16.768,17.107,15.2,17.585,17.77,17.851,15.973,16.129,17.4,16.35,16.728,17.299,16.955,15.643,1
19.483,19.964,19.498,18.512,21.477,20.531,19.704,20.28,18.276,20.629,20.528,21.393,18.74,18.897,20.492,18.883,19.983,19.703,19.521,18.699,0
16.956,17.214,16.509,16.358,19.375,18.301,17.678,17.819,16.295,17.705,17.895,17.975,16.025,17.208,17.468,16.915,17.779,17.031,16.681,16.101,1
19.049,19.423,18.377,18.307,21.802,20.568,19.249,19.66,17.909,19.617,20.006,20.431,18.348,19.247,19.82,18.874,19.281,19.898,18.978,17.861,0
16.638,17.394,16.737,16.08,18.485,18.297,17.42,18.374,16.87,17.995,17.978,18.274,15.745,16.438,17.99,17.091,17.474,16.664,16.564,16.399,0
15.316,15.735,15.627,14.651,17.323,16.461,15.72,16.33,14.713,16.298,16.692,16.81,14.643,14.845,16.291,14.91,15.731,15.514,15.677,15.149,1
15.181,15.55,15.001,14.567,17.056,16.264,15.642,15.993,14.406,16.363,16.049,16.263,14.568,14.826,15.867,15.094,15.602,15.573,15.159,14.612,0
17.68,18.111,17.324,17.295,20.459,19.42,18.549,18.317,17.33,18.642,19.33,18.792,16.628,17.944,18.98,17.599,18.322,17.629,17.796,17.231,1
15.09,15.365,15.137,14.538,16.786,16.128,15.406,15.617,13.924,15.804,15.846,16.265,14.521,14.595,15.619,14.601,15.462,15.148,15.108,14.49,0
13.714,14.286,14.042,13.406,15.425,14.958,14.296,14.77,13.185,14.498,14.81,14.966,12.968,13.51,14.621,13.687,14.14,13.636,13.926,13.558,1
18.425,19.209,18.216,17.916,20.674,20.581,19.478,19.656,16.965,20.022,19.6,19.905,17.393,18.526,18.963,18.411,18.844,18.991,18.574,17.14,0
17.891,18.583,17.899,17.996,20.205,19.026,18.073,18.627,16.453,18.75,19.184,19.401,17.702,17.744,18.68,17.972,18.324,18.921,18.338,16.555,0
15.76,16.32,15.658,15.047,17.52,16.959,16.325,17.163,15.734,16.91,17.003,17.012,14.916,15.751,16.787,16.131,16.424,15.755,15.6,15.392,1
20.362,20.825,20.362,19.256,22.868,21.811,20.967,21.912,20.527,21.738,21.686,22.418,19.885,19.847,21.784,20.162,21.466,20.773,20.202,20.229,0
17.305,17.773,17.976,16.693,20.039,19.092,18.329,18.44,16.292,18.241,18.624,18.835,16.692,17.425,18.59,17.446,17.949,18.123,17.671,16.918,0
16.875,17.234,16.78,16.335,19.613,18.273,17.141,17.759,15.679,18.013,17.713,18.165,16.335,17.4,17.833,17.173,17.297,17.459,17.049,16.092,1
18.828,19.245,18.831,18.305,20.808,20.208,19.212,20.469,18.655,19.804,19.859,20.271,17.39,18.615,19.819,19.233,19.883,18.709,18.172,18.38,0
17.494,17.951,17.456,16.8,19.36,18.826,18.309,18.083,16.088,18.329,18.363,18.963,16.284,17.151,18.295,17.137,17.817,17.401,17.521,16.959,0
19.298,20.045,19.597,19.13,22.153,21.8,20.713,20.939,19.498,20.781,21.513,21.179,18.488,19.486,21.281,19.181,20.808,19.917,19.452,19.366,1
14.882,15.318,14.986,14.124,17.07,15.932,15.436,15.769,14.182,15.925,16.053,16.072,14.153,14.875,15.804,15.135,15.081,15.481,15.134,14.232,0
17.616,17.803,17.511,16.422,19.737,18.389,17.78,18.245,16.431,18.155,18.558,19.469,16.835,16.765,18.321,16.806,17.729,17.695,17.687,17.226,0
18.728,19.631,18.82,19.042,21.192,20.392,19.441,19.578,18.347,19.613,20.031,20.265,18.107,18.593,19.71,18.591,19.434,19.444,19.208,18.211,0
13.94,14.324,14.095,13.401,15.626,14.785,14.552,14.799,13.466,15.013,15.051,14.975,13.012,13.579,14.484,13.894,14.51,14.01,14.009,13.418,0
16.128,16.759,16.386,15.399,18.501,17.678,17.549,17.57,15.852,17.503,18.146,17.574,15.358,16.063,17.156,16.168,17.002,16.485,16.549,15.823,0
17.827,18.152,17.445,17.434,19.769,19.075,18.058,18.997,17.75,18.779,18.876,19.074,16.543,17.652,19.003,18.143,18.829,18.077,17.078,17.292,1
17.492,18.204,16.572,17.031,19.951,19.102,17.67,18.43,15.905,17.684,18.203,18.708,16.752,17.911,17.853,17.439,17.62,17.866,16.984,16.179,0
16.53,17.027,16.25,16.245,18.778,17.89,17.304,17.341,15.165,17.45,17.587,17.704,15.909,16.462,17.355,16.649,16.849,17.249,16.609,15.611,0
13.499,13.815,13.574,12.888,15.387,14.397,13.86,14.336,12.926,14.45,14.449,14.572,12.775,13.293,14.19,13.559,14.053,13.936,13.438,12.856,1
16.063,16.458,15.8,15.446,18.236,17.28,16.457,17.019,15.243,16.889,16.608,17.031,15.177,16.225,16.61,16.242,16.764,16.372,15.955,15.267,1
17.257,17.793,17.229,16.521,19.106,18.681,18.191,18.924,17.318,18.623,19.075,18.702,15.985,16.98,18.466,17.72,18.363,17.298,17.274,16.898,1
15.327,15.677,15.62,14.761,17.784,16.366,15.679,16.365,14.618,16.46,16.48,16.753,14.841,15.504,16.282,15.479,15.979,16.086,15.522,14.625,1
15.455,15.872,15.85,14.83,17.483,16.518,15.886,16.468,14.679,16.498,16.541,16.815,14.591,15.03,16.195,15.357,16.044,15.803,15.706,14.942,1
18.665,19.339,18.501,18.08,20.659,20.544,19.448,20.293,18.667,19.795,19.853,20.385,17.749,18.566,20.016,18.984,19.692,18.621,18.628,18.765,1
14.594,15.314,14.726,14.285,16.376,16.083,15.323,15.802,14.443,15.51,15.836,15.95,13.938,14.429,15.838,14.756,15.204,14.69,14.717,14.598,1
17.443,17.895,17.237,16.812,19.855,19.463,18.368,18.371,16.678,18.609,18.593,18.8,16.7,17.812,18.119,17.369,17.997,17.518,17.239,16.798,1
16.297,16.813,16.611,15.564,18.358,17.517,17.103,17.301,16.154,17.348,17.366,17.583,15.543,15.88,17.274,16.359,17.262,16.505,16.285,15.897,0
16.827,17.291,16.421,16.008,19.24,18.493,17.607,17.796,16.357,17.645,17.758,17.747,15.826,16.992,17.504,16.903,17.812,16.627,16.688,16.336,1
15.864,16.307,15.736,15.364,18.228,17.308,16.631,17.076,15.695,16.955,16.846,17.253,15.144,16.242,16.763,16.281,16.961,16.591,15.885,15.051,0
14.997,15.372,15.075,14.387,16.836,15.953,15.559,15.744,14.115,15.899,16.084,16.309,14.55,14.486,15.73,14.406,15.471,15.428,15.217,14.597,1
17.053,17.252,16.679,16.418,19.306,18.416,17.442,17.747,15.851,17.799,17.536,18.058,15.95,17.342,17.684,17.233,17.571,17.365,16.629,16.058,0
15.867,16.197,15.814,15.302,17.558,16.702,16.292,16.598,15.952,16.944,17.178,16.74,14.908,15.283,16.992,15.83,16.731,15.777,15.546,15.391,0
16.463,16.857,16.393,15.931,18.813,17.479,16.709,17.278,15.472,17.241,17.497,17.6,15.879,16.229,17.207,16.054,16.823,16.828,16.576,15.988,1
17.998,18.674,17.551,17.309,20.737,19.882,18.529,18.822,16.407,18.978,18.882,19.372,17.301,18.297,18.74,18.174,18.134,18.809,17.982,16.949,0
17.997,18.54,17.624,17.491,20.596,19.687,18.765,18.958,16.614,18.948,19.129,19.594,17.464,18.066,18.838,18.127,18.36,18.93,18.154,16.875,0
17.859,18.315,17.723,16.852,20.542,19.742,18.464,18.835,16.667,19.183,18.538,19.405,17.023,18.606,18.748,18.04,18.476,18.317,17.918,16.851,1
16.867,17.41,17.248,16.261,18.766,18.111,17.869,17.549,16.034,18.134,18.223,18.452,15.375,17.268,17.61,16.733,17.176,16.636,17.237,15.719,0
14.863,15.24,14.637,14.278,16.847,16.248,15.593,16.0,14.334,15.71,15.715,15.995,14.123,14.95,15.54,15.024,15.71,15.165,14.576,14.306,1
17.374,17.794,17.31,16.939,20.076,18.507,17.522,18.19,16.287,18.209,18.429,18.637,16.942,17.533,18.314,17.029,17.775,17.741,17.618,16.965,1
16.869,17.187,16.779,16.615,19.247,17.967,17.256,17.62,15.991,17.703,18.032,18.194,16.336,17.066,17.752,16.56,17.52,17.441,16.968,16.204,0
16.904,17.365,16.653,15.825,19.643,19.374,18.216,17.75,15.715,18.05,17.872,18.232,16.155,17.392,17.965,16.83,17.196,17.414,16.983,16.329,1
17.652,18.208,17.034,17.19,20.276,19.527,18.565,18.733,17.374,18.321,19.05,18.909,16.749,18.055,18.846,17.781,18.37,17.842,17.547,17.248,1
16.85,17.435,16.867,16.316,19.05,18.392,18.003,18.198,16.348,17.897,18.3,18.274,15.73,16.906,17.559,16.938,18.011,16.918,17.343,16.147,1
16.292,16.864,16.496,16.217,18.552,17.529,17.049,17.579,15.592,17.171,17.31,17.504,15.671,16.407,17.033,16.373,17.304,16.855,16.327,15.749,1
17.237,17.764,16.803,16.6,19.948,19.002,18.341,17.908,16.979,18.118,18.545,18.437,16.407,17.668,18.208,17.191,18.157,17.345,17.206,16.671,1
13.602,14.302,14.172,13.566,15.547,14.884,14.396,14.681,13.136,14.684,14.897,14.879,13.222,13.433,14.605,13.508,14.353,13.961,14.1,13.463,0
14.975,15.31,15.173,14.732,16.965,15.754,15.36,15.88,14.216,15.803,16.179,16.095,14.458,14.822,15.7,14.95,15.464,15.356,15.353,14.48,1
16.255,16.363,16.148,15.164,17.98,17.029,16.231,16.793,15.152,16.862,17.225,17.472,15.357,15.559,16.812,15.605,16.188,16.217,16.273,15.645,1
16.951,17.347,16.815,16.195,19.382,18.212,17.286,17.632,15.881,17.88,17.911,18.143,16.242,16.869,17.855,16.773,17.172,17.233,17.212,16.519,1
18.395,18.563,18.2,17.553,21.052,19.767,19.01,19.301,16.969,19.674,19.722,19.913,17.742,18.354,19.313,18.308,18.758,19.245,18.515,17.566,0
