f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
17.861,18.311,17.743,17.161,19.97,19.508,18.414,19.142,17.39,18.922,18.809,19.328,16.722,17.666,18.64,17.718,18.792,17.639,17.791,17.449,1
18.72,19.173,18.45,18.51,21.084,20.593,19.399,20.182,18.337,19.47,19.71,20.053,17.498,18.933,19.861,19.021,19.98,18.933,17.994,18.474,1
16.495,16.732,16.553,15.665,18.801,17.986,17.071,17.563,15.7,17.669,17.352,17.934,15.475,16.693,17.228,16.705,17.328,17.016,16.252,15.658,1
17.133,17.872,17.165,16.548,18.905,18.701,17.817,18.688,17.484,18.585,18.279,18.666,16.285,16.823,18.416,17.562,18.287,17.216,16.857,16.913,0
13.894,14.359,13.889,13.11,15.679,15.076,14.591,15.021,13.548,15.006,14.696,15.155,13.305,13.798,14.484,14.122,14.638,14.23,13.871,13.119,0
15.849,16.28,15.854,15.105,17.506,16.95,16.184,17.104,15.788,17.129,16.838,17.19,14.807,15.487,16.701,16.087,16.663,15.85,15.638,15.19,1
14.831,15.263,14.752,14.338,16.686,15.99,15.215,15.359,14.31,15.544,15.638,16.307,14.278,14.775,15.789,14.482,15.328,14.967,14.904,14.602,1
13.495,13.73,13.225,13.087,15.406,14.353,13.749,14.121,12.668,13.931,14.157,14.365,12.88,13.487,14.087,13.521,13.801,13.859,13.254,12.81,1
17.307,17.832,17.691,16.818,19.956,18.803,18.007,18.908,16.936,18.617,18.473,18.779,16.578,17.9,18.309,17.749,18.341,17.957,17.339,16.903,1
17.207,17.888,17.729,16.622,19.204,18.697,18.041,18.931,17.166,18.388,18.408,18.883,16.585,16.813,18.338,17.528,18.289,17.226,17.233,17.034,0
15.426,15.81,15.627,14.815,17.88,17.278,16.06,16.33,14.713,16.298,16.692,16.81,14.689,15.875,16.291,15.424,15.852,15.674,15.677,15.149,1
16.76,17.468,16.95,16.174,19.107,18.125,17.311,17.72,15.599,17.932,18.245,18.441,16.557,16.496,17.779,16.613,17.262,17.496,17.414,16.219,1
18.152,18.741,18.164,17.848,20.311,19.851,18.681,19.698,17.926,19.014,19.434,19.625,16.816,18.097,19.429,18.488,19.032,18.112,18.022,17.957,1
14.045,14.278,13.995,13.361,16.102,15.011,14.235,14.727,13.25,14.933,14.757,14.992,13.32,13.968,14.663,14.039,14.37,14.443,14.114,13.383,1
16.496,17.082,16.098,16.049,18.843,18.449,17.557,17.461,15.403,17.12,17.214,17.577,15.513,17.036,17.407,16.573,16.763,16.856,16.367,15.589,0
17.402,17.717,17.342,16.87,19.89,19.044,18.092,18.282,16.733,18.614,18.428,18.784,16.399,17.875,18.33,17.534,18.236,17.655,17.343,16.648,1
16.441,16.871,16.425,15.629,18.798,17.57,16.829,17.17,15.069,17.418,17.413,17.639,15.529,16.788,17.37,16.672,16.372,16.765,16.622,15.591,1
18.404,18.82,18.222,17.673,20.951,20.003,19.084,19.501,17.41,19.556,19.165,19.766,17.375,18.988,19.303,18.938,19.152,18.791,18.241,17.422,1
16.792,17.442,16.806,15.931,18.729,17.895,17.837,17.795,16.595,17.957,18.426,17.941,15.558,16.734,17.684,16.891,17.519,16.78,17.165,16.124,0
18.539,19.046,17.949,17.429,20.868,20.463,19.036,19.387,16.968,19.65,19.028,19.679,17.357,18.772,19.016,18.539,18.819,18.645,18.222,17.401,1
16.943,17.303,17.355,16.192,19.016,18.726,17.938,18.062,16.283,18.031,18.062,18.61,16.021,16.877,17.682,16.636,17.979,16.907,17.079,16.578,1
17.581,18.086,17.689,17.236,19.488,18.956,18.124,18.737,17.731,18.509,19.56,18.792,15.989,17.084,19.258,17.585,18.321,17.192,17.498,17.541,0
18.612,19.1,18.283,17.271,21.033,19.922,18.84,19.661,17.801,19.964,19.426,19.729,17.493,18.487,19.085,18.787,18.691,18.882,18.479,17.482,0
17.458,17.761,17.597,16.924,19.585,18.544,17.966,18.358,16.357,18.59,18.429,18.715,16.154,17.677,18.308,17.82,18.014,17.62,17.344,16.543,0
17.986,18.814,18.072,17.379,20.104,19.876,19.01,19.444,18.43,19.101,19.623,19.643,16.783,17.823,19.522,18.317,19.206,17.816,17.871,17.989,0
17.444,18.108,17.185,16.893,19.836,19.339,18.139,18.278,17.168,18.305,18.475,18.472,16.471,17.932,18.191,17.578,18.355,17.845,17.246,16.826,1
18.904,19.277,18.919,18.22,21.671,20.575,19.468,20.081,18.563,20.225,19.945,20.461,17.711,19.396,19.917,19.31,20.05,19.527,18.644,18.216,1
18.246,18.785,18.066,17.951,20.514,19.827,18.825,19.558,17.887,19.173,19.461,19.739,17.473,18.044,19.514,18.244,18.946,18.845,18.19,18.369,1
13.449,13.819,13.609,12.996,15.28,14.5,13.965,14.272,12.838,14.359,14.554,14.643,13.063,13.137,14.162,13.21,13.857,13.946,13.681,13.113,0
14.415,14.797,14.489,13.92,16.415,15.657,14.961,15.321,13.774,15.524,15.53,15.537,13.859,14.472,15.142,14.398,15.238,15.055,14.638,13.784,1
17.161,17.832,16.73,16.963,19.251,18.301,17.618,17.463,15.715,18.059,18.351,18.634,16.506,16.781,17.965,16.869,17.379,17.843,17.524,16.245,0
15.05,15.331,15.148,14.131,16.637,15.636,15.497,15.824,14.634,16.056,16.047,15.866,13.942,14.505,15.394,15.045,15.743,14.861,14.934,14.337,0
17.535,17.808,17.584,16.445,19.602,18.916,17.866,18.301,16.803,18.944,18.457,18.574,16.363,17.377,18.28,17.69,17.744,17.569,17.625,16.799,1
17.114,17.292,16.76,16.377,19.056,18.232,17.836,17.887,15.996,18.098,17.789,18.416,16.182,16.965,17.478,16.585,17.512,17.406,16.596,16.002,0
18.72,19.173,18.45,18.51,21.084,20.593,19.399,20.182,18.337,19.47,19.71,20.053,17.498,18.933,19.861,19.021,19.98,18.933,17.994,18.474,1
15.701,16.261,15.877,15.186,17.608,17.199,16.456,17.121,15.331,16.82,17.064,17.072,15.097,15.542,16.662,15.906,16.448,16.318,15.816,15.301,1
17.429,18.035,17.793,17.048,19.774,19.193,18.594,19.509,17.549,18.984,19.342,19.295,16.554,17.354,19.001,17.801,18.312,17.998,17.451,17.08,0
18.702,19.218,18.155,18.084,21.355,20.716,19.614,19.89,18.501,19.344,19.923,19.98,17.383,19.078,19.871,19.032,19.915,18.901,18.25,18.236,1
12.922,13.251,12.971,12.432,14.712,13.953,13.345,13.708,12.208,13.778,13.872,14.054,12.266,12.716,13.626,12.847,13.225,13.236,13.024,12.423,1
19.312,19.828,19.065,18.508,21.435,20.865,19.924,20.363,19.181,20.34,20.61,20.561,17.868,18.903,20.304,19.137,20.365,18.667,19.179,19.144,0
19.509,20.011,19.573,19.023,22.462,21.419,20.179,20.69,18.775,20.987,20.577,21.088,18.547,19.808,20.427,19.642,20.437,20.266,19.461,18.97,1
16.397,16.84,16.51,15.988,18.866,17.31,16.785,17.378,15.536,17.258,17.642,17.658,16.155,16.185,17.221,16.007,16.956,17.19,16.593,15.928,0
13.94,14.352,13.823,13.479,15.765,14.635,14.364,14.637,13.239,14.719,15.065,15.091,13.572,13.667,14.575,13.529,14.272,14.407,14.194,13.275,1
17.407,17.82,17.733,16.284,19.391,18.384,17.691,18.62,16.091,17.954,18.353,19.21,16.641,16.804,18.165,17.258,17.556,17.463,17.329,16.901,0
15.546,16.26,16.031,15.255,17.392,17.046,16.128,16.826,15.272,16.238,16.63,17.284,14.787,15.28,16.831,15.63,16.121,15.372,15.605,15.764,0
14.808,15.169,14.637,14.515,16.94,16.178,15.298,15.764,14.073,15.247,15.835,16.005,13.825,14.972,15.73,14.906,15.266,15.16,14.665,14.29,0
17.001,17.435,17.321,16.673,19.261,18.391,18.029,17.954,16.304,17.915,18.282,18.498,16.193,17.024,18.147,17.039,17.668,17.731,17.145,16.356,0
18.693,19.145,18.486,17.785,21.09,20.324,18.899,19.619,17.809,19.785,19.86,19.778,17.593,18.872,19.644,19.161,18.985,18.916,18.397,17.707,0
15.807,16.26,15.934,15.22,18.353,16.93,16.282,16.79,14.752,16.916,17.039,17.001,15.356,15.923,16.813,15.977,16.224,16.668,16.127,15.195,1
17.991,18.234,18.578,17.198,20.015,18.603,18.269,18.952,17.518,19.02,19.322,19.324,16.825,17.062,18.687,17.52,18.741,17.446,18.211,17.463,0
18.026,18.326,17.654,17.14,20.487,19.332,18.865,18.75,17.264,18.475,18.57,19.758,17.688,17.881,18.895,17.785,18.823,19.035,17.308,17.424,0
16.246,16.217,15.773,15.389,18.127,17.369,16.224,16.457,14.803,17.036,16.792,17.22,15.521,15.644,16.703,15.69,16.305,16.611,16.159,15.261,1
17.201,17.74,16.886,17.005,19.939,18.905,18.161,18.021,16.687,17.878,18.616,18.343,16.357,17.64,18.41,17.367,17.801,17.629,17.061,16.795,1
16.142,16.583,16.691,15.623,18.496,17.436,16.859,17.344,15.5,17.683,17.721,17.639,16.087,16.508,17.563,16.01,17.065,17.535,16.33,15.522,0
18.029,18.324,18.186,17.302,20.585,19.767,18.944,19.096,17.075,19.379,18.978,19.358,17.027,18.225,18.837,18.56,18.794,18.566,18.042,17.549,1
18.201,18.562,17.788,17.486,20.341,19.392,18.428,18.809,16.671,18.586,19.166,19.437,17.021,18.04,18.752,18.033,18.167,18.118,18.057,17.207,0
15.308,15.644,15.239,15.012,17.336,16.744,15.984,16.389,14.67,16.472,16.34,16.608,14.501,15.42,15.983,15.145,16.089,15.505,15.302,14.629,1
17.071,17.422,17.315,16.25,19.133,18.11,17.525,17.844,15.99,18.21,18.333,18.662,16.675,16.269,17.848,16.279,17.575,17.564,17.474,16.868,0
15.711,15.908,15.353,14.667,17.806,16.759,15.915,16.272,14.301,16.593,16.384,16.602,14.78,15.539,16.288,15.682,15.612,15.954,15.565,14.899,0
16.698,17.296,17.492,16.047,19.148,18.241,17.956,18.279,16.921,17.867,18.127,18.343,15.875,16.401,17.97,17.083,17.75,16.751,17.006,16.597,0
18.327,18.979,17.981,17.897,20.666,20.537,19.597,19.434,17.041,19.528,19.418,19.912,17.088,18.769,19.129,18.529,18.898,18.905,18.252,17.163,0
