f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
636.692,642.81,643.426,640.435,634.373,654.469,644.387,640.073,634.732,636.422,640.49,648.899,648.685,649.452,638.556,644.867,642.174,644.17,642.2,640.759,0
659.576,669.134,666.656,661.137,656.717,675.39,659.17,659.845,664.039,666.654,658.25,664.358,671.036,670.613,658.618,664.786,665.547,663.951,667.976,659.754,1
569.416,575.665,570.862,568.857,569.03,581.688,568.971,570.128,568.803,567.299,567.372,582.33,578.67,576.786,568.261,575.049,575.801,573.491,573.004,570.715,1
709.291,721.705,710.647,704.57,709.403,724.868,706.558,714.009,707.116,707.814,704.54,719.723,718.485,721.187,706.663,713.099,716.858,714.357,716.091,713.615,1
693.603,707.975,695.782,698.244,697.795,707.256,704.396,702.483,698.29,686.983,697.497,712.101,713.928,706.995,695.682,709.332,705.263,708.275,711.227,701.723,0
624.389,637.731,631.219,630.151,624.394,639.566,628.075,632.264,625.611,624.265,624.933,635.949,640.96,638.445,631.723,634.966,636.343,636.778,634.257,634.534,1
874.664,889.539,880.31,880.563,875.307,892.888,884.46,885.474,879.364,870.427,877.127,893.53,898.778,890.513,876.607,890.954,883.203,888.063,895.177,882.915,0
526.383,533.122,530.291,530.862,526.317,547.36,536.75,533.032,534.223,530.92,531.109,534.69,532.315,531.745,530.078,536.394,537.804,534.215,531.458,531.58,0
677.912,688.688,680.631,678.211,680.325,691.314,675.694,682.123,676.985,678.602,683.539,688.78,691.71,688.215,677.569,686.401,684.051,683.303,685.295,680.036,0
669.337,674.369,667.628,671.267,672.684,683.696,676.265,672.541,670.653,663.946,670.233,680.091,679.287,675.297,668.145,677.586,676.1,673.529,675.461,674.885,0
771.019,780.819,776.072,778.934,771.671,787.321,771.893,774.265,777.187,771.515,772.385,780.942,783.321,783.631,771.046,781.06,778.356,773.495,774.538,770.235,1
664.156,674.246,671.785,666.252,667.177,679.759,667.449,670.79,665.228,660.24,669.4,683.017,687.3,677.152,670.47,675.708,675.979,682.679,675.101,676.036,0
597.445,608.053,599.896,597.363,598.044,612.946,601.171,603.444,595.128,595.365,600.569,611.03,607.959,606.866,595.852,604.872,600.976,603.486,605.824,601.84,1
488.986,489.528,488.798,491.6,489.567,499.383,493.175,491.499,494.179,485.756,489.157,498.352,498.362,493.709,489.544,496.975,495.713,494.336,492.239,491.84,0
737.656,742.478,744.463,747.966,737.112,767.744,754.422,743.705,749.187,746.068,743.898,751.534,748.47,747.003,741.458,751.044,746.957,743.489,744.355,740.639,0
674.039,681.215,677.77,682.093,679.055,695.865,681.318,683.344,683.128,675.621,676.496,688.844,688.956,684.315,676.06,689.232,688.306,683.819,681.055,676.206,0
650.906,659.034,664.12,660.449,654.889,674.397,660.084,659.603,656.622,653.813,657.047,667.869,676.458,665.966,660.546,666.701,668.694,668.708,661.765,662.216,0
695.942,708.285,703.79,703.212,698.918,715.466,701.177,701.25,698.867,702.496,703.138,708.434,707.24,708.163,700.38,706.401,705.963,703.537,703.192,700.661,1
614.683,627.077,620.622,621.853,616.55,632.485,619.223,619.205,620.879,620.837,621.465,629.531,624.519,627.649,622.165,629.707,621.483,624.429,621.944,620.409,1
573.71,584.927,581.375,577.713,575.865,593.695,581.573,580.982,580.649,579.183,581.808,586.486,584.502,584.488,578.321,585.385,583.091,585.69,582.666,581.178,1
797.731,798.457,802.126,796.674,798.146,812.946,798.709,792.219,788.097,797.362,806.459,802.242,802.242,806.098,798.549,798.147,799.645,794.766,795.834,798.239,0
537.813,542.806,540.18,537.469,535.548,554.034,542.712,543.167,536.925,538.815,540.316,545.39,547.681,545.318,536.762,545.285,545.174,545.797,544.791,540.962,1
634.595,639.782,639.476,640.737,637.439,654.165,642.571,641.372,637.069,635.004,642.632,648.282,648.423,644.002,639.844,647.216,644.85,644.348,640.034,640.477,1
721.476,724.544,725.982,724.537,717.234,742.507,731.535,719.285,721.44,723.393,726.164,733.844,730.176,729.232,722.174,727.582,723.899,723.792,723.678,722.995,0
875.643,891.3,887.483,885.983,877.831,899.194,884.34,882.212,888.89,877.168,878.62,888.692,895.875,890.945,880.316,890.025,891.772,888.541,888.761,883.345,0
616.402,625.849,621.635,622.086,615.553,636.358,624.75,622.771,621.735,619.161,621.344,628.761,628.822,627.884,620.224,627.728,623.78,626.109,623.958,622.789,1
823.463,841.914,832.093,829.425,829.4,841.213,822.555,832.118,824.365,819.498,825.117,841.734,842.968,842.857,826.584,834.258,837.672,835.045,833.528,830.407,1
705.362,713.124,715.725,709.517,710.595,718.889,707.409,710.268,707.492,699.192,706.693,727.001,727.643,718.533,712.961,715.527,721.7,720.466,710.071,717.274,1
637.138,646.707,641.747,637.765,642.062,652.65,636.617,639.881,638.7,635.009,637.006,649.259,650.489,649.757,637.044,643.83,645.354,645.6,647.37,641.201,1
851.372,872.218,858.259,854.036,856.897,876.035,859.735,864.366,855.613,849.576,854.77,875.67,873.984,870.485,856.915,867.009,866.615,869.82,870.141,865.077,0
770.936,791.132,781.856,777.75,773.927,794.226,774.006,775.636,781.193,778.42,778.081,784.499,787.179,786.407,768.343,780.513,778.279,777.754,783.232,771.393,1
685.88,691.019,687.472,693.605,690.187,705.016,695.629,692.751,700.533,688.939,690.574,700.028,701.144,694.414,684.729,702.508,696.428,694.35,694.412,686.024,1
705.926,715.456,710.122,709.95,704.628,730.25,718.413,713.126,714.514,708.9,708.619,718.219,715.566,715.17,703.845,717.068,715.205,711.274,709.959,707.576,0
656.752,660.898,666.165,660.57,658.242,671.704,661.894,663.786,650.346,649.154,659.624,669.043,670.79,669.958,655.186,661.913,666.124,661.998,662.322,660.274,0
744.379,752.56,749.468,759.562,742.617,760.098,748.297,744.955,753.598,748.923,744.593,751.69,755.684,758.276,745.904,756.084,750.963,746.89,749.619,741.129,0
754.231,770.575,766.344,760.205,756.254,770.652,757.099,763.075,750.395,747.293,758.86,772.43,771.564,770.376,758.493,763.11,764.008,765.849,762.618,764.694,0
829.595,843.915,841.532,846.814,835.932,856.295,837.742,844.612,845.211,834.345,831.763,834.36,853.506,847.869,833.944,846.911,850.153,842.518,845.213,835.217,0
487.892,491.908,493.959,490.2,489.206,500.92,489.934,488.075,488.302,491.692,490.972,495.739,497.845,497.237,491.975,494.026,494.601,493.707,493.286,491.207,0
654.977,671.114,660.638,655.877,659.937,671.334,658.379,662.03,657.206,658.243,664.252,673.266,668.451,667.81,658.92,667.67,661.515,667.782,666.557,663.729,1
776.85,784.93,782.635,784.376,776.53,797.085,780.311,781.442,781.709,780.263,772.603,789.256,793.858,793.021,779.517,786.763,787.694,783.342,787.89,780.718,1
813.093,831.078,823.077,826.285,817.974,834.602,816.704,822.427,814.303,813.855,823.199,827.628,828.83,830.081,820.159,825.721,822.141,820.753,823.099,817.114,1
844.287,851.852,854.421,848.49,855.984,869.747,852.739,855.159,847.062,838.73,852.234,861.088,864.672,858.57,842.838,856.382,859.024,851.159,852.601,848.13,0
607.965,611.88,608.601,611.62,608.144,621.487,613.291,611.317,611.342,607.974,610.377,616.635,617.987,616.434,607.746,618.525,615.266,613.032,612.741,610.593,1
544.97,554.001,549.592,550.704,547.681,563.339,552.6,552.094,548.844,546.769,550.965,551.839,554.97,552.487,546.845,553.565,554.213,550.621,551.199,549.149,1
759.158,768.679,763.723,764.623,760.906,777.578,763.074,759.559,761.601,759.382,760.828,773.73,773.316,773.537,760.44,767.6,766.193,762.678,767.784,760.395,0
602.191,605.738,604.146,610.109,601.021,611.368,600.005,601.593,602.497,596.507,602.998,610.911,614.33,612.002,598.67,608.734,604.728,602.661,603.518,598.476,0
731.764,735.247,736.666,733.415,732.386,750.177,735.895,731.963,738.533,736.262,730.63,742.067,744.759,740.06,729.771,739.505,738.313,733.503,738.658,731.622,1
627.398,633.519,629.973,639.046,629.629,640.146,629.349,630.386,635.062,628.325,631.249,637.476,643.648,640.446,626.266,638.658,634.82,632.587,635.4,625.008,0
650.241,660.038,657.002,650.551,650.94,665.533,651.258,652.465,652.556,652.971,652.867,660.239,661.376,660.276,649.981,658.49,656.27,655.495,656.332,652.019,1
615.67,625.503,619.618,620.804,622.53,632.69,622.357,621.68,623.986,613.699,619.703,628.071,630.111,625.151,616.819,625.861,627.711,623.273,624.161,620.001,0
550.409,552.68,551.903,547.431,549.252,563.723,551.695,551.21,550.333,552.825,551.003,558.172,557.291,558.186,550.665,554.714,557.454,554.041,554.523,553.514,1
746.645,757.474,749.192,760.635,742.47,766.978,753.884,753.773,756.773,751.151,748.635,750.324,756.926,756.697,746.895,757.751,754.624,751.321,752.045,747.273,0
727.058,738.081,736.836,730.976,725.553,751.226,731.603,731.923,731.926,741.304,730.851,733.21,742.427,742.08,725.791,734.039,731.672,730.593,743.58,726.918,1
515.069,523.343,520.141,520.401,518.489,531.191,522.869,524.094,517.248,514.638,519.318,526.989,525.715,525.014,516.238,523.93,522.832,523.732,523.305,518.88,0
909.937,923.156,919.802,918.839,916.685,935.612,917.288,919.948,918.219,906.183,912.287,932.49,941.416,932.055,917.543,928.13,933.002,931.126,927.614,923.067,0
724.016,740.55,732.256,730.376,729.948,742.576,725.928,731.623,727.676,723.388,729.854,738.988,738.234,739.253,727.855,734.755,736.163,733.854,731.374,728.956,1
528.141,531.277,530.432,528.227,533.427,539.416,533.882,529.236,528.759,525.4,535.137,541.6,538.265,536.178,529.286,535.311,533.983,535.609,533.828,532.096,0
548.695,550.427,553.611,551.224,548.869,564.727,554.388,549.403,553.499,550.05,549.621,560.61,556.245,555.013,549.794,556.956,555.068,551.82,550.01,549.23,0
715.891,726.773,727.705,719.117,721.148,729.779,715.411,720.379,717.554,710.447,719.953,729.707,737.22,730.261,720.471,723.466,728.989,727.034,723.957,724.717,1
704.346,717.456,711.664,715.173,707.953,724.309,712.458,713.428,717.006,706.163,705.078,717.437,719.778,719.175,706.546,718.517,716.053,714.697,715.957,710.191,1
646.996,661.797,650.185,647.012,649.946,659.323,648.883,652.87,648.062,643.561,647.708,662.134,658.874,658.378,647.337,656.308,654.384,655.729,656.38,651.771,1
