f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
673.488,665.324,664.057,656.046,658.003,657.984,666.458,657.196,663.595,661.146,653.078,657.167,650.76,658.75,658.602,662.761,670.801,653.533,650.975,658.435,1
723.567,716.754,712.089,708.444,706.911,711.229,716.376,710.741,712.38,707.179,701.027,705.018,705.298,707.735,710.35,719.313,724.624,706.463,706.654,703.438,0
700.834,696.233,691.442,688.43,692.818,688.4,693.604,698.073,697.721,693.59,684.793,685.973,689.139,694.346,688.888,697.733,699.673,688.793,679.797,697.497,1
834.142,822.86,826.323,814.534,818.066,811.989,824.441,821.419,831.426,824.59,809.064,816.751,815.853,826.471,820.708,828.804,832.258,817.877,813.837,817.276,1
745.648,740.569,737.384,717.078,731.624,721.591,736.02,725.142,729.385,731.129,721.879,727.376,721.568,730.394,731.368,734.153,739.371,723.111,725.385,725.492,0
696.435,685.426,685.339,678.949,683.626,675.886,687.405,685.788,690.009,685.664,676.47,678.894,675.621,688.081,677.848,684.935,690.239,680.321,674.025,680.42,0
599.829,597.474,593.452,582.183,590.293,588.368,595.693,589.889,591.938,594.785,587.027,589.534,584.377,592.409,590.355,594.029,595.701,586.37,584.653,589.074,1
687.335,679.062,683.919,672.942,672.827,673.456,685.928,686.364,684.108,675.782,662.847,673.019,679.16,688.352,683.065,690.296,683.88,683.057,670.243,675.771,1
726.089,716.774,712.757,708.418,711.715,707.762,717.523,710.527,711.024,709.803,702.013,705.102,702.57,713.469,711.907,712.44,720.903,707.808,708.457,711.538,1
662.653,651.048,654.117,648.873,650.733,643.882,652.537,653.424,656.006,646.532,640.58,645.589,645.234,652.324,646.783,653.468,657.94,645.531,639.121,650.64,1
682.657,672.926,672.033,666.094,669.57,664.403,667.831,672.524,672.453,667.656,654.414,664.687,662.739,673.624,671.344,680.312,677.858,666.528,662.908,667.8,1
678.488,670.836,675.16,666.449,673.0,666.26,672.984,677.467,676.54,664.34,659.937,668.287,665.532,673.535,669.13,672.184,673.731,670.528,661.436,666.769,0
701.204,696.712,693.089,683.462,688.938,685.492,695.416,686.402,694.504,694.997,685.632,689.433,685.577,692.866,690.191,694.035,695.893,681.866,678.849,691.279,1
611.176,604.368,600.098,600.245,599.702,600.569,603.34,602.984,606.452,600.944,592.184,598.975,593.565,600.721,598.979,608.118,608.388,599.275,595.879,598.644,0
822.381,816.499,814.062,804.397,807.214,803.88,816.057,813.044,814.465,814.99,803.248,805.858,807.388,815.382,813.692,820.916,820.006,809.186,801.818,812.528,1
742.743,732.982,733.052,721.435,726.049,725.006,735.546,728.277,732.246,735.953,723.422,726.369,723.142,732.639,731.725,732.587,739.868,725.694,724.159,733.049,1
765.797,752.885,753.63,747.406,753.854,743.359,754.601,749.755,755.177,749.857,738.319,751.274,738.619,753.694,751.105,750.992,758.161,747.202,743.695,752.692,0
705.893,701.071,701.906,696.875,699.097,695.275,702.215,708.348,707.284,697.052,687.952,696.906,698.731,707.448,701.776,706.734,702.83,702.392,689.917,697.576,1
695.427,686.343,682.916,676.167,681.792,676.972,685.098,682.61,681.137,680.307,670.871,675.371,671.14,686.318,682.686,686.75,682.254,676.049,674.582,679.946,0
811.88,804.449,805.19,796.823,795.998,793.0,803.575,806.836,805.914,795.356,784.785,795.131,796.326,806.134,799.602,807.515,808.841,800.999,787.876,798.149,1
620.168,615.481,609.904,610.233,612.357,611.199,610.695,613.399,614.272,608.707,601.223,609.742,600.644,612.458,609.475,615.999,616.477,608.924,604.62,609.992,0
791.376,783.597,780.4,780.324,779.245,776.739,783.919,787.199,783.189,776.716,764.982,772.722,772.58,787.298,780.289,787.857,786.623,782.276,773.657,782.316,0
826.131,818.394,815.417,802.406,804.793,806.43,817.096,804.54,816.45,817.099,805.173,807.541,800.879,812.311,807.404,817.786,821.493,800.683,798.559,808.51,1
673.972,668.519,662.768,652.953,657.197,658.691,665.82,657.339,663.652,667.512,654.65,660.151,650.678,661.344,660.355,668.106,668.909,652.981,653.424,656.732,1
639.54,637.946,630.801,633.112,633.695,629.031,632.904,637.31,636.51,629.336,624.268,627.848,626.755,635.392,630.63,636.938,639.187,632.617,627.488,627.385,0
682.905,677.756,669.408,671.558,668.5,671.401,675.966,672.704,672.105,677.029,666.499,666.336,663.916,672.345,672.833,672.315,679.506,668.069,667.177,672.987,0
722.935,709.621,711.99,708.174,709.548,705.803,716.924,714.407,715.876,707.589,699.625,707.51,707.883,715.316,709.537,712.239,715.163,707.208,698.855,712.113,0
630.533,626.435,623.038,614.882,619.92,618.339,625.443,618.473,623.433,619.795,611.146,620.678,612.062,622.683,619.719,627.382,624.817,617.026,613.487,616.925,0
692.902,688.641,686.702,670.775,679.945,677.28,686.623,678.933,681.576,683.523,676.146,677.396,672.612,680.353,681.655,683.935,688.524,673.993,674.645,677.074,1
645.781,636.361,636.215,627.443,633.807,627.318,636.678,629.353,640.033,635.141,628.746,629.489,617.237,634.6,627.75,632.532,632.285,621.821,620.525,628.082,0
624.006,612.287,613.011,606.694,612.391,606.83,615.717,612.59,613.113,612.023,603.725,610.123,601.905,610.221,609.698,610.702,614.996,606.437,603.089,610.512,0
765.805,755.822,756.044,746.096,750.947,747.268,756.863,746.177,755.189,752.406,740.156,751.297,735.64,749.4,751.897,754.988,757.94,742.415,742.746,750.605,0
750.309,747.553,746.947,733.124,738.051,736.473,746.12,737.718,747.32,745.227,733.821,739.524,730.516,740.802,738.472,746.836,749.946,733.994,729.285,737.227,1
787.184,774.897,776.063,764.866,766.182,770.518,777.513,769.256,776.524,777.227,765.126,773.999,754.829,767.405,768.201,770.588,781.552,765.069,761.578,767.939,0
597.988,595.453,592.701,586.867,590.505,590.373,597.02,596.168,593.463,589.727,584.02,590.789,589.221,593.871,591.837,592.994,598.4,590.63,587.261,590.622,0
747.928,734.765,733.385,722.669,732.934,729.33,735.297,731.298,734.804,740.353,730.447,732.058,719.664,733.693,731.062,725.155,739.106,728.516,728.792,730.055,0
769.55,761.801,761.596,754.678,760.727,755.703,763.371,767.27,764.033,758.89,745.99,760.702,753.513,766.506,763.174,762.647,764.726,764.707,752.869,760.78,0
573.113,565.932,565.805,555.711,566.749,555.492,563.603,563.088,563.086,559.687,557.788,556.875,552.125,559.231,556.981,560.2,566.113,553.073,554.233,557.423,0
769.481,760.615,764.067,756.256,756.553,754.162,762.887,768.417,768.504,753.921,744.136,751.849,757.133,765.482,759.456,773.293,767.15,760.886,750.052,750.458,1
773.896,769.027,764.468,750.011,762.135,756.696,766.82,754.234,759.725,765.089,755.997,759.211,752.375,760.371,760.348,761.347,770.146,751.717,754.518,763.626,1
674.064,667.457,663.317,655.944,658.277,658.529,664.808,654.376,664.955,667.725,652.771,660.806,646.669,662.785,660.823,665.316,670.061,654.881,654.005,660.308,1
676.628,667.899,665.613,661.197,663.309,658.531,665.309,667.638,666.319,662.093,650.148,659.882,652.953,661.948,662.542,664.726,672.591,659.779,656.891,660.882,1
782.826,779.697,773.04,759.693,768.018,764.355,776.722,762.605,768.076,776.747,764.068,767.021,763.813,773.223,772.678,773.024,778.672,761.773,761.789,777.015,1
674.081,669.815,662.231,658.954,661.935,663.801,664.273,665.709,663.472,664.331,652.432,664.058,650.184,666.868,661.896,671.323,669.186,659.136,654.969,663.68,0
755.399,749.363,748.11,734.543,744.777,737.933,745.402,738.482,743.024,743.828,737.522,741.886,736.514,739.722,741.303,740.955,752.126,734.707,734.969,742.112,1
677.104,667.635,661.519,654.54,663.296,656.107,659.017,661.384,663.087,661.659,648.823,658.441,650.581,663.717,659.688,669.697,666.458,653.77,655.298,654.819,0
912.544,897.651,895.598,881.688,891.141,888.855,899.69,892.841,890.683,888.431,879.429,887.482,878.782,892.188,890.723,894.188,899.936,886.903,886.692,883.695,0
709.595,706.047,702.066,694.493,697.214,696.578,706.506,699.243,702.319,703.596,696.442,695.659,699.927,701.147,701.794,703.949,709.676,696.507,696.279,702.897,1
732.494,722.096,721.212,715.357,725.802,716.742,720.66,723.6,725.118,719.551,710.251,720.0,712.308,720.296,717.669,722.797,727.666,714.559,710.674,718.7,1
863.651,861.682,853.787,837.915,850.829,844.707,858.403,845.686,849.347,854.724,846.812,847.449,846.444,852.889,851.039,851.887,857.735,842.688,843.558,852.377,1
635.443,623.966,623.454,616.091,619.924,620.287,624.404,621.662,626.717,628.6,618.118,622.469,608.335,623.379,622.212,620.205,624.601,617.477,615.68,618.584,0
560.704,556.69,552.813,545.905,550.476,550.979,554.024,550.58,550.705,553.711,546.048,550.534,541.724,548.494,550.591,551.197,558.905,547.585,546.338,549.138,1
716.899,711.556,714.76,701.955,703.752,704.721,720.039,712.209,716.959,708.457,699.117,706.757,709.323,716.947,711.7,719.65,715.708,712.782,703.241,704.127,1
620.139,614.041,612.635,607.76,608.982,607.016,611.78,613.684,614.496,610.19,601.509,605.244,604.167,612.27,608.013,616.731,616.935,605.65,600.809,609.013,1
965.425,952.878,952.683,948.104,949.633,945.759,958.989,955.953,959.959,947.526,936.737,947.562,944.009,957.465,949.058,956.224,955.178,948.498,935.934,946.218,0
662.111,649.494,653.863,646.324,647.443,645.748,654.53,652.288,653.355,648.751,638.466,644.321,641.896,654.33,651.245,654.305,657.194,648.864,643.126,652.218,1
601.843,593.962,592.829,583.426,587.446,586.593,594.028,583.396,596.117,598.469,585.73,591.776,581.2,591.755,588.758,594.397,598.173,584.036,584.606,589.837,1
670.702,662.806,662.455,654.342,662.665,658.832,663.617,657.017,667.331,665.33,655.177,665.124,648.0,661.102,658.094,660.9,666.9,656.695,656.278,660.614,0
784.701,778.753,772.991,763.85,766.488,768.946,777.853,767.589,774.776,778.838,766.339,767.734,759.977,773.517,769.873,775.116,778.236,762.872,759.476,771.46,1
651.669,645.539,641.891,642.043,643.882,638.328,645.152,643.242,647.125,640.68,634.178,636.301,631.558,641.36,639.574,645.15,646.091,635.659,633.057,638.45,0
702.722,697.736,694.241,681.896,690.26,688.88,694.613,689.079,692.598,698.264,689.859,691.31,681.876,689.679,688.976,689.499,699.722,685.362,685.379,690.287,1
867.727,873.029,864.35,852.267,862.112,858.246,867.357,863.701,860.981,862.787,856.299,858.217,859.577,860.972,862.855,864.233,868.126,855.674,850.873,863.694,1
682.811,675.028,673.005,667.229,670.819,667.185,673.094,674.66,674.806,672.476,661.71,669.676,662.865,675.387,672.317,675.31,676.404,668.538,662.954,671.534,1
629.807,625.824,621.622,621.866,622.35,619.732,624.646,625.121,623.64,621.233,613.399,621.159,615.296,622.942,620.552,624.195,628.696,621.286,616.674,621.771,0
831.058,830.83,825.789,812.644,820.976,816.324,824.869,819.383,822.638,823.341,816.242,814.203,815.838,821.302,820.16,825.913,829.554,812.04,811.069,821.624,1
840.013,844.198,833.135,825.539,831.257,825.781,833.69,830.198,835.05,834.398,824.834,824.1,829.019,831.31,831.457,841.461,837.678,820.526,819.604,825.967,1
669.279,664.043,663.293,661.139,658.505,658.506,664.036,668.188,665.618,657.833,652.786,656.064,655.381,661.805,657.396,662.83,666.682,658.928,647.042,662.726,1
797.649,789.638,785.481,774.886,778.253,776.98,783.678,777.185,787.898,784.386,770.886,774.285,768.9,783.602,778.955,795.727,790.753,770.675,770.3,770.518,1
573.595,562.961,565.438,556.653,561.33,557.933,563.907,559.356,566.206,564.552,555.686,560.509,547.506,560.249,559.784,560.93,567.782,556.071,555.77,559.092,0
671.675,665.898,662.014,658.206,658.219,660.917,665.308,661.382,664.918,664.932,655.641,656.871,652.455,661.312,660.264,667.057,668.022,654.036,651.608,659.93,1
613.599,604.492,602.256,599.487,603.477,600.512,605.471,602.199,602.877,601.273,595.486,599.046,594.161,600.78,602.382,601.756,608.23,600.555,598.514,602.446,0
795.406,789.34,784.788,773.257,775.764,777.753,785.919,778.594,783.965,783.256,773.455,775.705,772.521,782.936,780.844,789.443,788.762,773.001,771.011,775.877,1
711.604,704.604,703.446,697.43,703.824,697.35,700.498,705.613,706.074,696.77,691.227,696.58,693.072,700.661,697.998,705.599,707.375,694.976,689.788,694.996,0
623.384,619.467,611.906,605.664,609.189,610.765,614.281,611.966,611.853,615.926,607.415,610.065,599.307,611.995,610.569,611.112,615.5,607.173,604.401,609.123,0
576.935,574.633,572.814,567.298,569.719,566.958,574.335,573.154,575.343,570.835,565.811,567.296,567.754,574.424,570.346,573.723,574.112,567.851,561.774,570.842,0
643.436,635.118,635.633,625.143,626.154,630.675,639.071,629.26,633.724,633.249,625.967,629.257,619.876,629.717,628.718,633.783,638.703,625.25,622.16,628.623,1
576.124,564.026,564.063,559.46,559.255,564.239,563.065,566.214,563.648,562.579,554.271,563.438,550.125,561.696,560.994,567.501,568.296,562.727,555.11,564.195,0
711.711,707.576,701.311,698.79,700.276,699.129,703.05,702.484,706.111,704.824,693.759,695.562,693.844,702.699,700.18,708.478,708.436,693.932,690.064,698.98,1
859.712,846.763,841.849,837.765,832.058,846.692,848.481,844.108,836.444,838.757,827.107,840.19,820.811,837.301,842.488,839.619,850.519,839.738,831.695,842.963,0
782.064,770.098,773.618,768.837,763.297,769.2,773.638,772.551,779.381,773.641,760.343,766.814,758.057,772.648,769.652,776.559,780.232,768.137,760.257,770.333,0
705.989,698.888,693.626,686.212,694.54,688.968,696.072,692.44,693.398,695.335,687.52,688.859,681.058,691.733,690.975,692.406,697.288,686.113,687.207,688.073,1
746.864,737.012,730.751,723.236,727.569,728.818,737.915,722.832,735.058,736.872,726.242,733.937,723.759,732.189,731.801,733.955,740.164,725.813,729.361,728.405,0
828.439,817.267,815.49,802.713,819.863,804.58,814.598,806.736,809.456,809.973,799.038,808.119,797.735,808.093,810.273,811.028,825.712,803.943,807.102,808.296,0
752.42,746.45,740.306,731.521,739.934,736.298,744.327,732.752,744.775,753.476,732.953,748.722,727.613,740.703,743.367,739.46,745.437,734.653,733.671,743.375,0
608.701,605.403,603.108,595.98,601.526,597.791,604.87,603.403,602.138,598.829,590.006,597.607,592.69,602.107,600.141,606.089,604.645,598.82,593.393,598.32,0
772.842,758.293,762.651,760.131,761.058,759.66,765.005,768.761,765.837,758.453,749.875,760.109,748.95,763.572,758.286,759.873,763.092,761.156,749.897,765.713,0
531.446,526.208,522.967,517.427,519.949,519.905,523.008,522.14,524.144,525.493,517.744,519.568,516.649,521.519,521.294,524.816,526.451,518.768,514.895,519.594,1
758.998,745.892,743.443,735.261,738.064,740.233,747.614,743.285,744.77,743.936,732.382,740.235,729.634,743.668,743.261,744.294,747.146,738.443,736.543,733.699,0
667.014,662.82,663.814,657.171,653.481,657.262,665.767,663.24,667.565,662.896,650.796,655.992,654.405,666.542,660.732,669.38,664.64,659.061,649.435,661.187,0
843.608,840.241,833.264,823.213,830.39,827.748,836.956,827.12,830.545,834.157,825.872,824.186,825.136,828.38,832.852,834.629,840.99,820.215,823.987,832.205,1
724.134,716.966,715.188,704.617,712.691,708.292,717.81,706.141,714.569,714.574,703.939,712.916,697.187,710.039,710.088,711.682,719.074,705.543,705.14,710.829,0
743.545,738.621,735.484,717.817,732.647,721.92,733.909,725.548,727.399,731.789,724.925,724.777,725.954,728.176,730.983,731.716,739.504,719.822,724.155,730.979,1
784.254,778.792,774.606,763.989,765.584,768.827,778.57,767.726,770.616,772.033,762.092,766.659,760.956,772.122,772.635,773.469,783.637,767.946,765.253,770.099,0
649.963,639.446,643.416,637.436,635.616,634.199,639.948,645.538,645.022,638.781,629.165,637.352,638.283,641.978,638.279,643.916,647.946,636.978,628.412,641.748,1
730.855,726.13,725.927,716.877,720.118,717.559,725.523,723.543,726.155,723.135,712.159,716.523,713.05,723.691,720.496,730.1,730.139,717.918,711.72,719.515,1
800.35,798.463,796.095,781.322,788.269,786.291,798.169,790.97,794.242,793.51,785.782,788.222,786.624,792.371,791.672,795.84,796.688,785.281,782.036,788.253,1
632.198,629.215,624.46,618.876,623.173,618.252,624.412,623.421,623.723,625.178,616.534,619.154,612.366,622.288,620.1,624.429,627.75,616.72,615.37,622.283,0
644.493,637.114,631.699,627.39,631.493,628.313,632.203,630.558,632.701,632.075,621.77,627.867,617.908,633.021,631.292,633.343,638.566,626.91,625.931,630.122,1
732.076,729.752,723.365,718.218,718.055,717.374,725.011,727.584,729.491,726.401,713.11,719.685,718.26,723.301,720.112,728.079,728.755,716.161,709.849,722.429,1
719.487,711.166,710.787,707.626,709.146,706.181,714.907,716.564,716.943,708.419,700.247,706.565,709.828,715.484,709.161,715.927,715.883,710.241,700.252,708.23,1
615.98,618.05,614.004,608.909,611.141,609.062,617.066,614.302,614.062,610.513,603.755,609.115,609.743,615.106,613.033,617.795,616.547,611.451,600.885,612.286,1
789.035,782.264,780.928,780.878,781.167,778.894,779.013,789.891,789.542,776.059,770.368,779.125,774.66,780.123,776.117,782.71,789.837,779.601,767.782,776.377,0
608.534,602.307,605.703,593.591,598.051,597.786,604.318,603.282,604.545,604.001,593.26,600.163,591.95,601.953,601.494,602.371,606.84,600.374,595.06,599.858,1
723.788,716.312,711.928,705.073,709.0,711.701,715.616,709.307,713.317,720.926,706.823,716.035,696.793,711.464,712.558,707.71,717.501,709.312,705.842,713.386,0
636.264,628.093,623.321,622.577,625.856,621.116,623.447,625.483,624.275,623.462,615.664,618.801,610.021,621.949,621.818,621.963,626.827,616.08,618.25,619.04,1
701.48,695.536,693.112,687.084,688.992,687.681,694.47,694.687,696.408,697.469,685.26,692.159,686.358,693.237,688.819,696.498,697.911,686.636,680.6,690.765,1
508.729,503.412,503.16,498.399,504.301,498.148,502.002,503.418,503.418,499.604,496.154,498.788,494.368,498.963,498.654,501.069,506.187,496.386,495.892,498.133,0
680.729,673.122,674.027,666.944,670.347,670.558,675.533,674.411,676.109,672.38,663.74,670.318,662.738,671.952,671.641,673.953,678.078,669.245,664.581,669.074,1
705.576,695.117,694.281,685.011,693.723,687.492,693.815,691.555,692.843,692.514,684.823,687.377,682.188,689.524,691.185,689.959,704.133,688.577,690.788,684.688,0
733.16,725.539,724.479,713.165,718.519,717.622,725.86,717.41,727.581,727.836,715.869,720.928,710.269,723.093,719.225,723.16,728.535,715.599,713.697,717.291,0
680.525,679.625,673.258,666.43,670.75,668.197,674.149,667.351,672.102,671.541,663.687,667.984,663.775,670.403,669.079,674.398,679.336,665.314,659.983,671.658,1
725.696,717.285,716.561,703.63,717.158,709.722,714.888,711.11,713.602,713.189,705.407,711.691,696.456,710.438,710.162,711.056,718.186,705.877,707.386,707.361,1
713.46,708.024,704.797,692.747,701.069,700.839,708.495,701.527,700.097,702.29,695.528,700.393,691.419,698.87,701.39,699.487,711.667,699.196,698.291,696.537,0
657.924,652.946,650.77,649.396,649.028,648.62,650.587,655.483,657.257,648.871,638.745,649.403,645.912,654.82,649.132,658.099,655.344,649.473,638.674,648.142,1
810.281,797.6,794.489,786.7,791.567,787.957,792.423,789.94,795.416,796.57,782.149,787.617,774.113,789.359,790.227,797.482,800.461,782.094,783.527,785.873,0
613.897,605.078,602.757,598.178,605.047,604.81,609.302,602.437,602.427,605.828,595.712,605.122,594.669,601.975,604.183,603.41,608.159,600.961,598.85,604.098,0
653.111,647.611,638.995,639.743,636.881,644.828,650.227,645.581,639.233,645.526,637.686,636.495,634.827,645.377,644.588,643.462,641.689,637.571,636.119,644.753,0
685.27,678.237,674.285,662.114,668.101,667.835,674.402,665.67,670.066,673.029,661.492,670.585,657.414,670.997,670.3,674.618,679.266,663.964,664.743,670.746,1
893.878,881.796,882.572,873.286,880.792,871.136,882.152,884.543,886.441,877.019,865.155,872.36,876.567,886.565,879.278,889.603,886.51,875.983,869.586,875.432,1
890.081,880.561,880.45,858.536,870.652,865.052,878.578,865.531,868.825,872.933,865.507,866.025,859.251,866.521,872.636,870.491,887.457,863.199,869.144,867.403,0
581.308,576.284,574.184,564.834,570.043,568.885,575.335,571.943,572.493,572.399,566.205,568.534,562.063,570.407,571.289,572.949,575.066,565.638,564.576,568.326,1
693.136,685.965,685.662,673.995,678.198,677.635,685.749,677.599,684.499,684.756,676.142,676.161,671.949,681.092,680.697,684.207,689.356,672.143,671.665,679.064,1
785.841,777.039,775.821,761.958,767.224,768.236,775.993,769.091,775.084,777.524,762.434,769.56,759.103,772.879,771.26,775.84,781.089,765.417,761.631,766.683,1
868.695,857.059,854.814,840.653,849.679,846.097,857.654,848.23,852.487,854.502,839.536,847.886,837.661,854.724,851.214,856.002,860.059,846.468,845.32,849.34,0
760.979,756.012,756.923,745.1,745.141,747.375,757.737,755.095,755.764,750.959,742.007,743.218,743.963,753.808,750.859,758.172,759.081,747.928,740.426,748.009,1
763.441,759.633,752.176,749.506,753.884,753.245,757.897,750.705,758.208,770.886,750.513,761.334,743.815,753.563,755.232,748.938,758.138,750.291,752.692,755.288,0
774.97,769.121,760.274,758.444,767.005,761.642,763.668,758.044,772.155,778.304,760.637,768.916,744.321,764.16,761.123,761.246,763.554,753.03,751.92,761.064,0
917.051,899.81,903.967,903.808,905.895,899.96,912.442,907.39,905.252,892.261,883.495,897.707,885.303,904.955,902.185,899.654,905.472,901.848,889.868,907.248,0
630.357,627.26,623.525,617.062,619.908,617.808,624.536,620.961,623.966,624.677,614.642,617.293,614.733,621.497,622.033,625.806,627.851,615.618,614.602,619.394,1
581.6,574.949,571.092,565.641,565.888,567.673,574.429,571.048,570.049,573.235,562.842,566.758,564.637,574.645,572.926,574.067,576.352,568.962,565.762,573.475,0
670.162,669.904,662.251,651.808,655.169,655.612,666.627,656.251,659.865,666.415,655.086,656.495,656.273,661.233,659.896,665.854,667.551,651.95,648.622,661.926,1
755.878,743.217,744.283,737.898,745.124,739.535,744.748,743.431,744.787,738.337,731.083,739.663,727.55,739.74,737.937,740.806,748.195,736.067,731.695,739.976,0
750.837,751.372,741.597,733.259,739.316,737.546,748.161,738.197,739.695,746.173,736.827,738.532,736.77,742.249,742.817,742.087,745.626,731.83,729.783,744.648,1
786.658,782.72,783.453,771.427,772.839,773.553,786.125,782.517,785.433,780.612,768.489,775.241,783.36,785.304,782.419,791.074,786.648,778.284,770.35,776.454,1
824.42,816.589,814.183,800.278,810.548,806.845,817.551,809.278,814.018,816.107,807.24,810.479,804.39,810.139,807.322,814.091,818.125,802.164,800.563,808.944,1
590.298,582.831,582.056,579.339,582.703,579.682,584.898,585.709,585.071,582.159,575.452,582.71,575.556,582.565,581.055,580.124,588.305,581.846,578.963,581.434,0
864.515,852.515,849.707,848.227,863.735,848.669,852.267,861.448,853.38,845.148,837.488,854.468,840.072,845.075,846.97,844.927,859.837,850.435,843.646,846.321,0
701.74,696.725,695.427,685.488,690.46,687.785,694.351,696.637,696.342,692.766,685.879,687.565,684.047,695.595,691.165,699.419,697.46,690.983,681.593,687.156,1
603.676,596.584,593.577,587.496,588.048,589.106,594.247,590.861,590.998,589.161,583.671,583.676,582.859,590.979,590.569,598.019,599.943,586.146,586.928,586.593,0
743.594,736.68,734.241,719.556,729.417,726.536,737.202,728.347,731.337,735.467,727.231,729.608,725.165,731.83,730.349,732.228,736.376,723.956,723.237,730.435,1
827.337,811.314,814.211,810.648,812.812,808.145,809.785,814.326,817.318,803.548,795.834,807.787,795.07,810.031,805.541,816.554,821.379,805.849,798.529,809.18,0
767.997,760.121,763.582,753.946,750.202,753.612,766.332,765.251,768.429,760.733,747.692,753.054,759.986,766.878,762.27,770.099,764.585,758.387,746.243,757.725,1
720.381,710.256,711.176,709.074,712.849,707.903,707.137,719.121,714.978,701.937,692.259,711.567,701.169,709.378,706.793,716.082,719.504,712.603,702.026,707.56,0
781.47,774.29,774.285,771.773,768.535,765.286,768.523,775.845,778.144,764.806,756.667,763.075,765.222,770.859,767.35,779.135,784.471,767.031,758.146,767.607,1
622.728,613.624,613.543,607.224,611.353,609.693,614.457,612.437,617.069,615.531,605.086,610.983,597.849,613.66,608.662,611.884,614.85,607.549,602.273,609.174,0
718.901,708.687,713.111,704.112,701.607,706.081,710.959,714.646,714.992,709.702,695.964,703.737,706.783,714.521,713.267,720.422,718.268,709.553,702.298,707.545,1
589.966,583.477,580.147,577.445,578.538,579.848,582.991,580.181,585.737,582.279,572.012,579.918,572.548,583.177,578.427,588.634,585.528,576.755,573.679,577.845,0
